Date,"Natural gas, Europe",value,conversion,price_eur/mwh
2012-10-31,11.58,1.297417391304348,0.29307107,30.45480999381189
2012-11-30,11.83,1.2827727272727272,0.29307107,31.467488110263076
2012-12-31,11.79,1.311936842105263,0.29307107,30.663937917669344
2013-01-31,11.87,1.3288045454545454,0.29307107,30.480119403245272
2013-02-28,11.77,1.335905,0.29307107,30.06269685757318
2013-03-31,11.87,1.29636,0.29307107,31.242958135880162
2013-04-30,12.88,1.3026,0.29307107,33.738971488188255
2013-05-31,12.29,1.2982045454545454,0.29307107,32.302475632684335
2013-06-30,11.92,1.318875,0.29307107,30.83895614882855
2013-07-31,11.6,1.3080130434782609,0.29307107,30.260281550626228
2013-08-31,11.64,1.33095,0.29307107,29.841337866147484
2013-09-30,11.25,1.334790476190476,0.29307107,28.758516096701076
2013-10-31,11.37,1.363495652173913,0.29307107,28.453373011940236
2013-11-30,11.42,1.3492904761904765,0.29307107,28.87936894302875
2013-12-31,11.55,1.37036,0.29307107,28.759038417486664
2014-01-31,11.59,1.361022727272727,0.29307107,29.05662099444708
2014-02-28,11.3,1.36585,0.29307107,28.229454535273828
2014-03-31,10.88,1.382252380952381,0.29307107,26.857686412281026
2014-04-30,10.73,1.38125,0.29307107,26.50662786966726
2014-05-31,10.2,1.3732142857142855,0.29307107,25.344802366554134
2014-06-30,9.77,1.3592380952380954,0.29307107,24.52596339967254
2014-07-31,9.27,1.353917391304348,0.29307107,23.362247328259155
2014-08-31,9.14,1.3316095238095238,0.29307107,23.420510282845772
2014-09-30,9.24,1.2901363636363636,0.29307107,24.437873078598162
2014-10-31,9.77,1.2672739130434785,0.29307107,26.305776069507406
2014-11-30,8.9,1.24722,0.29307107,24.348599727942442
2014-12-31,9.83,1.2331333333333334,0.29307107,27.20010185978115
2015-01-31,9.25,1.1621333333333337,0.29307107,27.15894056188126
2015-02-28,8.27,1.134965,0.29307107,24.86280310190229
2015-03-31,8.27,1.083768181818182,0.29307107,26.037312956733942
2015-04-30,6.77,1.0779299999999998,0.29307107,21.430147476970603
2015-05-31,6.68,1.114955,0.29307107,20.443072700412973
2015-06-30,6.67,1.1213227272727273,0.29307107,20.29655169987667
2015-07-31,6.69,1.0995782608695652,0.29307107,20.759984397097952
2015-08-31,6.35,1.113904761904762,0.29307107,19.451482859310687
2015-09-30,6.28,1.1221181818181818,0.29307107,19.096250123953308
2015-10-31,6.03,1.1235090909090908,0.29307107,18.313348976289944
2015-11-30,5.5,1.0736,0.29307107,17.480233786542392
2015-12-31,5.09,1.0877181818181818,0.29307107,15.967188204757322
2016-01-31,4.4,1.085965,0.29307107,13.824960467957562
2016-02-29,3.97,1.109295238095238,0.29307107,12.211539206404948
2016-03-31,3.91,1.1099666666666668,0.29307107,12.019706711946597
2016-04-30,3.97,1.1339190476190475,0.29307107,11.946357475802193
2016-05-31,4.33,1.1311090909090908,0.29307107,13.062023282167816
2016-06-30,4.76,1.1228909090909092,0.29307107,14.464267233566591
2016-07-31,4.67,1.106852380952381,0.29307107,14.396410677962852
2016-08-31,4.05,1.121173913043478,0.29307107,12.325628933673793
2016-09-30,4.25,1.1212090909090908,0.29307107,12.933896154514306
2016-10-31,5.34,1.102604761904762,0.29307107,16.525265408915814
2016-11-30,5.69,1.0798954545454544,0.29307107,17.978671752145974
2016-12-31,5.42,1.054290476190476,0.29307107,17.541472753548845
2017-01-31,6.14,1.0614409090909092,0.29307107,19.737838875703943
2017-02-28,6.05,1.064265,0.29307107,19.39691420140201
2017-03-31,5.0,1.0684695652173912,0.29307107,15.967425494421263
2017-04-30,5.01,1.0722666666666667,0.29307107,15.94270354888402
2017-05-31,5.06,1.10575,0.29307107,15.614231674224156
2017-06-30,4.89,1.1229454545454545,0.29307107,14.858577973009952
2017-07-31,5.0,1.1511142857142858,0.29307107,14.821037656637996
2017-08-31,5.48,1.1806739130434782,0.29307107,15.837172274204963
2017-09-30,5.96,1.191457142857143,0.29307107,17.068481453412616
2017-10-31,6.18,1.1755863636363637,0.29307107,17.937461642456682
2017-11-30,6.69,1.1738,0.29307107,19.447288753655034
2017-12-31,7.14,1.183621052631579,0.29307107,20.583185150926376
2018-01-31,6.66,1.21995,0.29307107,18.627700553290122
2018-02-28,6.72,1.23478,0.29307107,18.569779060313795
2018-03-31,6.7,1.2336190476190476,0.29307107,18.531935770216307
2018-04-30,6.93,1.22763,0.29307107,19.26161916169547
2018-05-31,7.49,1.1812227272727271,0.29307107,21.636005011649264
2018-06-30,7.45,1.1678285714285714,0.29307107,21.767283147256187
2018-07-31,7.6,1.168572727272727,0.29307107,22.19140993263928
2018-08-31,8.08,1.154895652173913,0.29307107,23.87237700651031
2018-09-30,9.52,1.16587,0.29307107,27.862101577763283
2018-10-31,8.79,1.148404347826087,0.29307107,26.116868182879603
2018-11-30,8.27,1.1366863636363638,0.29307107,24.825151620784165
2018-12-31,7.98,1.138421052631579,0.29307107,23.918119034622144
2019-01-31,7.26,1.141640909090909,0.29307107,21.69872161535648
2019-02-28,6.01,1.135115,0.29307107,18.065985584852445
2019-03-31,5.18,1.130247619047619,0.29307107,15.638072022556202
2019-04-30,4.92,1.123825,0.29307107,14.938034698333576
2019-05-31,4.34,1.118459090909091,0.29307107,13.240264947411658
2019-06-30,3.59,1.12934,0.29307107,10.84667900732086
2019-07-31,3.62,1.1218391304347826,0.29307107,11.01044916698046
2019-08-31,3.68,1.1126227272727272,0.29307107,11.285659468837915
2019-09-30,4.21,1.100390476190476,0.29307107,13.054562534603097
2019-10-31,5.06,1.1052565217391304,0.29307107,15.621203163412284
2019-11-30,5.15,1.105095238095238,0.29307107,15.901371044927917
2019-12-31,4.62,1.111345,0.29307107,14.184699039735463
2020-01-31,3.63,1.1100363636363637,0.29307107,11.158259802370413
2020-02-29,2.91,1.0905,0.29307107,9.105302300080009
2020-03-31,2.72,1.106340909090909,0.29307107,8.38893795872402
2020-04-30,2.12,1.08619,0.29307107,6.6597374920429395
2020-05-31,1.58,1.090185,0.29307107,4.945200845278793
2020-06-30,1.75,1.125459090909091,0.29307107,5.305610758947799
2020-07-31,1.8,1.1463391304347823,0.29307107,5.357799258680161
2020-08-31,2.86,1.1828095238095238,0.29307107,8.250462039779883
2020-09-30,3.95,1.179240909090909,0.29307107,11.429352013547401
2020-10-31,4.89,1.177518181818182,0.29307107,14.16994901092499
2020-11-30,4.84,1.1837904761904765,0.29307107,13.950750446303468
2020-12-31,5.86,1.216972727272727,0.29307107,16.43023671260864
2021-01-31,7.27,1.217085,0.29307107,20.381706854835496
2021-02-28,6.16,1.20979,0.29307107,17.3739181778819
2021-03-31,6.13,1.1899086956521738,0.29307107,17.578179149200793
2021-04-30,7.15,1.19791,0.29307107,20.366148284262998
2021-05-31,8.91,1.2145904761904762,0.29307107,25.03080879111712
2021-06-30,10.3,1.204709090909091,0.29307107,29.17306684832079
2021-07-31,12.51,1.1821818181818182,0.29307107,36.107721501896535
2021-08-31,15.43,1.177181818181818,0.29307107,44.72490537733701
2021-09-30,22.84,1.1770318181818182,0.29307107,66.21173169882901
2021-10-31,31.05,1.160147619047619,0.29307107,91.3219973315597
2021-11-30,27.62,1.1414045454545454,0.29307107,82.56787861734395
2021-12-31,38.03,1.1303782608695652,0.29307107,114.79674625402616
2022-01-31,28.26,1.131447619047619,0.29307107,85.22455744794175
2022-02-28,27.23,1.13419,0.29307107,81.91979890906607
2022-03-31,42.39,1.101895652173913,0.29307107,131.2653186605571
2022-04-30,32.2,1.0818736842105263,0.29307107,101.55618188592966
2022-05-31,29.17,1.05785,0.29307107,94.0891161287818
2022-06-30,33.56,1.0565818181818185,0.29307107,108.37918209885444
2022-07-31,51.33,1.017890476190476,0.29307107,172.066871857249
2022-08-31,70.04,1.0128434782608695,0.29307107,235.95590558086894
2022-09-30,59.1,0.9903772727272728,0.29307107,203.61692073268793
2022-10-31,39.02,0.9825666666666668,0.29307107,135.5040539433042
2022-11-30,35.72,1.0201272727272723,0.29307107,119.47695396977994
2022-12-31,36.04,1.0588809523809524,0.29307107,116.13542037344531
2023-01-31,20.18,1.0769,0.29307107,63.940029897841455
2023-02-28,16.54,1.07151,0.29307107,52.6703648543654
2023-03-31,13.81,1.0705826086956522,0.29307107,44.01498361588241
2023-04-30,13.52,1.0967722222222225,0.29307107,42.06174625167715
2023-05-31,10.11,1.08675,0.29307107,31.743042954861178
2023-06-30,10.35,1.0839863636363636,0.29307107,32.579437443434855
2023-07-31,9.55,1.105814285714286,0.29307107,29.467834731826066
2023-08-31,11.19,1.0908869565217392,0.29307107,35.000752982582966
2023-09-30,11.55,1.0683809523809524,0.29307107,36.88781215909821
2023-10-31,14.57,1.0562545454545456,0.29307107,47.06716182934365
2023-11-30,14.49,1.080822727272727,0.29307107,45.74471931936202
2023-12-31,11.51,1.0903052631578949,0.29307107,36.02087557261859
2024-01-31,9.56,1.0905136363636363,0.29307107,29.91257783868271
2024-02-29,8.15,1.0794714285714286,0.29307107,25.76163999369294
2024-03-31,8.55,1.08722,0.29307107,26.833401685388235
2024-04-30,9.09,1.0727761904761903,0.29307107,28.91224445388924
2024-05-31,10.12,1.0812227272727273,0.29307107,31.936873390228563
2024-06-30,10.87,1.0759,0.29307107,34.47344509145508
2024-07-31,10.35,1.084408695652174,0.29307107,32.56674910965016
2024-08-31,12.37,1.101218181818182,0.29307107,38.32863707072807
2024-09-30,11.78,1.1106,0.29307107,36.1921740157281
2024-10-31,12.92,1.0904347826086955,0.29307107,40.428708464758564
2024-11-30,13.93,1.0630142857142857,0.29307107,44.71354112185379
2024-12-31,13.86,1.047875,0.29307107,45.13160736055772
2025-01-31,14.66,1.0353727272727271,0.29307107,48.31303264362943
2025-02-28,15.34,1.04125,0.29307107,50.26867004364118
2025-03-31,13.24,1.0806809523809524,0.29307107,41.80397105142702
2025-04-30,11.59,1.121395,0.29307107,35.26564818925744
2025-05-31,11.66,1.127804761904762,0.29307107,35.27700255357795
2025-06-30,12.37,1.1516190476190478,0.29307107,36.65117567641907
2025-07-31,11.62,1.1676869565217392,0.29307107,33.95523567236848
2025-08-31,11.15,1.1631428571428573,0.29307107,32.70911994867803
2025-09-30,11.12,1.1732227272727274,0.29307107,32.340845519488106
2025-10-31,10.89,1.1630434782608696,0.29307107,31.949125807543233
